Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities
R S Kushwaha,SP, 2 ,Others,65,114582748,0
Shashank Verma,BJP,0,Post Graduate,32,22963175,583646
Abhishekh Kumari,Nai Kranti Party,0,Graduate,26,500271,0
Arvind Giri,BJP, 6 ,Graduate Professional,65,118207035,4384868
Patel Shikha Ashok Kanaujiya,BSP,0,Post Graduate,30,10863770,439500
Prahlad Patel,INC, 3 ,Graduate,67,19387656,1607036
Ram Niwas Verma,AAP, 1 ,Graduate,42,21208987,2300000
Siddharth Shukla,IND,0,Post Graduate,31,14883254,0
Vinay Tiwari,SP, 1 ,12th Pass,52,70069156,2300000
Anil Kumar,AAP,0,Post Graduate,42,2184897,0
Chandni,INC,0,Literate,28,2200000,0
Mahavir Singh,Asankhya Samaj Party,0,Literate,80,30000,0
Manju Tyagi,BJP,0,Post Graduate,39,30724344,0
Meera Bano,BSP, 1 ,Literate,41,8761479,0
Parmeshwar Din,IND,0,Not Given,62,125000,0
Prashant Verma,IND, 1 ,Post Graduate,36,2302000,0
Ram Sharan,SP,0,Graduate,59,97749000,850000
Satallu,Aazad Samaj Party (Kanshi Ram),0,12th Pass,64,6726000,0
Anand Mohan Alias Dheer Mohan Trivedi,BSP, 1 ,Graduate Professional,68,55489972,0
Arvind Kumar,Adarsh Janta Party,0,Literate,42,195000,0
Jitendri Devi,INC,0,8th Pass,42,5820000,0
Mukesh Kumar,IND,0,8th Pass,49,1110000,0
Mulander Kumar Awasthi,SHS,0,8th Pass,39,710000,0
Rekha Devi,IND,0,Graduate,30,1549500,0
Varun Singh,SP,0,12th Pass,39,57594822,7207012
Vinod Kumar,IND,0,5th Pass,41,1266977,0
Vinod Shankar,BJP, 1 ,Post Graduate,62,21034864,326464
Ashraf Ali Advocate,Peace Party, 1 ,Graduate Professional,55,4057277,81993
Dr. Ram Ji Sharma Advocate,Rashtriya Lokshakti Party,0,Doctorate,43,10000100,0
Dr. Ravishankar Trivedi,INC,0,Post Graduate,44,21201459,1400000
Janardan Prasad J.P.Mishra,CPI,0,Post Graduate,39,434000,0
Khushi Kinnar,Aam Aadmi Parivartan Party,0,Literate,37,345500,0
Mo. Usman Siddiqui,All India Majlis-E-Ittehadul Muslimeen, 1 ,Graduate,42,15960000,1000000
Mohan Bajpai,BSP, 4 ,10th Pass,44,77738926,14271789
Naresh Singh Bhadauriya,IND, 1 ,Graduate Professional,58,20740000,200000
Nawal Kishor,Bharat Swabhiman Party,0,Post Graduate,31,65000,10000
Reetu Verma Didi,Loktantrik Janwadi Party, 1 ,Graduate,44,10387000,59000
Utkarsh Verma Madhur,SP,0,Graduate,37,24498651,0
Yogesh Verma,BJP,0,Post Graduate,49,42188169,1152265
Gayadatt,Uttar Pradesh Republican Party,0,8th Pass,56,52600,0
Hemvati Devi,BSP,0,Post Graduate,41,8381766,2149937
Jagdish Prasad,IND,0,12th Pass,46,1095000,0
Jaskaran Raj,Janta Rakshak Party, 1 ,Graduate Professional,48,5120000,0
Lavkush,IND,0,Graduate,25,4279787,0
Radhe Shyam,INC, 1 ,Graduate,53,761800,0
Saurabh Singh,BJP,0,Post Graduate,36,16676741,421352
Suneel Kumar Lala,SP, 2 ,10th Pass,41,20624471,1408890
Anurag M. Sarthi,Action Party,0,Graduate,29,7328258,480630
Daud Ahmad,SP,0,10th Pass,53,105872609,38289210
Lokendra Pratap Singh,BJP,0,Graduate Professional,59,28440042,1000000
Ravikant,AAP,0,12th Pass,48,1151000,0
Reetu Singh,INC,0,5th Pass,31,705000,0
Roopram,IND,0,Literate,54,1052259,72592
Shakeel Ahmad Siddiqui,BSP,0,Literate,60,130197993,0
Ashok Chauhan,Suheldev Bharatiya Samaj Party, 19 ,Graduate,58,39196781,0
Dhananjay,INC, 3 ,Post Graduate,47,3747981,0
Dr. Nisar Ahmad Siddique,BSP,0,Graduate Professional,56,22740113,0
Km Poonam Rani,IND,0,12th Pass,26,12000,0
Md Akhtar Waseem,All India Majlis-E-Ittehadul Muslimeen,0,10th Pass,39,17210000,0
Naval Kishor,Aam Janta Party (India),0,Graduate,42,6064000,0
Om Prakash,Vikassheel Insaan Party,0,10th Pass,52,1987881,45000
Rajkumar,AAP,0,Graduate Professional,40,5558000,1000000
Ramchandra Singh,IND,0,Post Graduate,51,3738700,0
Vijay Pratap Kushwaha,IND, 1 ,Graduate Professional,44,16895720,700000
Viveka Nand Pandey,Nirbal Indian Shoshit Hamara Aam Dal, 2 ,12th Pass,41,10911072,0
Ainooddin Ahmad Warsi,IND, 1 ,Graduate,61,6065000,0
Anshuman Banka,IND, 5 ,Graduate,41,74790467,1600000
Ashok Kumar Tiwari,Subhashwadi Bhartiya Samajwadi Party (Subhas Party),0,Post Graduate,46,4248416,590000
Dr. Abhishek Tripathi,IND,0,Doctorate,32,739215,0
Fakhare Alam Ansari,IND,0,10th Pass,60,2345500,0
Ijhar,IND, 1 ,10th Pass,44,840000,190000
Javed Khan,All India Majlis-E-Ittehadul Muslimeen,0,10th Pass,40,23380000,0
Manish Kumar Alias Mantu,BJP,0,Graduate,44,212322958,1618362
Md Jahiruddin,INC, 1 ,Post Graduate,35,1672770,250000
Mosahab,IND,0,5th Pass,48,2415100,125000
Pawan Kumar Upadhyay,BSP, 1 ,Graduate,47,20534050,5655000
Raju,IND,0,Literate,49,300000,0
Ramesh Prasad,Aam Janata Party,0,10th Pass,44,12378200,0
Ravishankar,AAP,0,Graduate,70,1555000,0
Vikrama Yadav,SP, 1 ,10th Pass,69,65111992,30300000
Ajay Kumar Lallu,INC, 29 ,Post Graduate,42,837630,567337
Asim Kumar,BJP, 1 ,Post Graduate,60,271951887,50743717
Harikesh,IND,0,12th Pass,36,12285000,270000
Keshav Kumar Gupta,Vikassheel Insaan Party,0,Doctorate,38,430421,0
Man Singh Chauhan,Jan Adhikar Party, 2 ,Post Graduate,42,676193,0
Matiullah,CPI,0,Graduate Professional,56,3700000,0
Raju Gupta,IND,0,10th Pass,31,128000,0
Sanjay,BSP,0,10th Pass,39,110360000,15200000
Sanjay Kumar Rai,AAP,0,Graduate,50,1300000,700000
Shrikant Singh,JD(U), 2 ,10th Pass,50,4635152,0
Uday Narayan,SP, 2 ,Post Graduate,45,30292331,1629459
Vishnu Prabhakar Mishra,IND,0,Graduate,43,15000,0
Anurag Kumar Srivastava,IND,0,Post Graduate,26,187118,0
Birja,Bahujan Mukti Party,0,Literate,50,1434000,0
Harishchandra Yadav,AAP,0,Graduate,49,17967243,3598
Iliyas,BSP, 1 ,Post Graduate,56,13326647,1571231
Mariyam Khatoon,IND,0,Post Graduate,39,4640000,0
Nand Lal Gupta Vidrohi,IND, 1 ,Post Graduate,56,1393600,0
Navratan,Aazad Samaj Party (Kanshi Ram),0,8th Pass,42,713314,0
Saharun Nisha,IND,0,10th Pass,37,520000,0
Sarvdev Lal,Jan Adhikar Party,0,Literate,49,45906050,1600000
Sunil Alias Manoj Singh,INC, 1 ,Post Graduate,38,1922812,0
Surendra Kumar Kushwaha,BJP,0,Post Graduate,52,10300000,400000
Swami Prasad Maurya,SP, 1 ,Post Graduate,67,41607390,0
Vijay Kumar Pathak,IND,0,8th Pass,29,107135,0
Vinai Prakash Srivastava,IND,0,Post Graduate,66,57966000,0
Ajaya Singh,IND,0,Post Graduate,30,375000,0
Dhawalesh,IND,0,8th Pass,40,353529,0
Dipu Alias Atul Kumar Pandey,AAP,0,Graduate,42,6120000,100000
Khushruddin Ansari,IND,0,Graduate,25,165918,0
Mukesh,Bharatiya Swajivi Nagrik Party,0,8th Pass,34,177000,0
Mukeshwar Prasad Alias Pappu Madheshiya,BSP, 2 ,Graduate,52,24118618,3000000
Panchanand Pathak (P.N. Pathak),BJP,0,Graduate,49,29797783,0
Parama,IND,0,8th Pass,64,20260000,0
Rajesh,Aam Janta Party (India),0,12th Pass,42,350000,0
Rajesh Pratap Rao Alias Banti Bhaiya,SP, 2 ,Others,49,690000,0
Safi Ahmad,All India Majlis-E-Ittehadul Muslimeen,0,Graduate,39,9330000,0
Shrinarayan,JD(U),0,Post Graduate,71,21517357,126000
Syamrati,INC,0,5th Pass,69,6211561,0
Amrendra,INC,0,Post Graduate,42,600000,0
Fanendra,IND,0,12th Pass,53,10000,0
Jamshed Alam Beg,Jan Adhikar Party,0,12th Pass,40,583000,0
Kamalesh,IND,0,Graduate,34,4168000,0
Mahendra,Subhashwadi Bhartiya Samajwadi Party (Subhas Party),0,Post Graduate,50,5285000,0
Mohan,BJP, 7 ,Post Graduate,47,30107025,0
Monika,AAP,0,12th Pass,35,9012381,0
Rabeesh Singh,IND,0,10th Pass,32,17615000,0
Ranapratap,Bhartiya Shakti Chetna Party,0,10th Pass,41,3100000,0
Ranvijay Singh,SP,0,Post Graduate,33,42597659,0
Shailesh Gupta,Aazad Samaj Party (Kanshi Ram),0,8th Pass,45,1900500,55000
Shivang Singh,BSP,0,Graduate,33,9900000,7700000
Chandrabhan,IND,0,8th Pass,66,301000,0
Gautam,IND,0,12th Pass,35,100000,0
Nagina Paswan Advocate,LJP,0,Graduate Professional,41,573000,0
Pintoo,IND,0,8th Pass,32,74000,0
Pratima Devi,Satya Kranti Party,0,Graduate,31,1670700,0
Purnmasi Dehati,Suheldev Bharatiya Samaj Party, 2 ,10th Pass,71,18689694,97000
Rajesh Parasd,Jan Adhikar Party (Loktantrik),0,12th Pass,34,150000,0
Shambhu Chaudhry,INC, 9 ,Graduate,43,45882166,829114
Shambhu Kumar Advocate,AAP,0,Graduate Professional,43,401444,0
Vijay Kumar,BSP,0,Post Graduate,46,21182916,55612
Vimla Devi,Bahujan Mukti Party,0,Graduate Professional,41,3334000,0
Vinay Prakash,BJP,0,12th Pass,49,7101000,0
Akhilesh Kumar,IND, 3 ,Graduate,38,1750000,0
Anil,IND,0,8th Pass,33,65000,0
Balwant Singh Rajpoot,INC,0,Graduate,44,3141598,105000
Chandra Bhusan Singh Bundela (Guddu Raja),BSP, 1 ,12th Pass,48,129900972,19548457
Hariom,Bhartiya Lok Satta Party,0,Graduate,61,5717000,0
Pradip Kumar Gupta,IND,0,Post Graduate,49,1252104,0
Rahul Kushwaha,IND,0,8th Pass,35,2624359,120680
Ramesh Prasad,SP,0,10th Pass,51,49026983,3600000
Ramratan Kushwaha,BJP, 2 ,Graduate Professional,61,34177788,1539681
Sanjay Khan,AAP,0,12th Pass,29,352000,0
Vandana,Jan Adhikar Party,0,Post Graduate,51,9747605,1690683
Brijlal Khabri,INC,0,Post Graduate,61,39414434,3975000
Chandrabhan,CPI,0,Graduate,29,2500000,0
Ganesh Ram Rajak,AAP,0,Graduate,65,5045000,320000
Gorelal,IND,0,8th Pass,31,300000,0
Jitendra,IND,0,Literate,36,413852,0
Jugal Kishor,IND,0,Illiterate,55,1101400,0
Kailash,JD(U),0,Graduate,59,8892686,151365
Kiran Ramesh Khatik,BSP,0,Literate,56,43523290,0
Lakhan,IND,0,8th Pass,48,400000,0
Manohar Lal,BJP, 3 ,12th Pass,67,152247740,0
Monika,Bahujan Mukti Party,0,Post Graduate,42,3080000,170000
Motilal,Aazad Samaj Party (Kanshi Ram),0,Graduate Professional,33,684725,0
Ram Vilas,SP, 1 ,8th Pass,47,45609845,0
Ravi Kumar,IND,0,Post Graduate,26,272119,0
Vijay Kumar,Jan Adhikar Party,0,10th Pass,37,2850850,0
Acche Lal,IND,0,8th Pass,32,976550,0
Ajay Kumar Rawat,IND,0,Post Graduate,49,12576804,1885587
Indal Kumar,INC, 3 ,10th Pass,55,9787365,950000
Jagdish,BSP,0,12th Pass,55,14901505,0
Jai Bandhu,Bahujan Mukti Party,0,Graduate Professional,26,17617,0
Jai Devi,BJP,0,Literate,57,78711696,0
Neelam Saroj,Bahujan Awam Party,0,Post Graduate,34,991385,0
Ramesh Kumar,Jan Adhikar Party,0,Post Graduate,50,6349920,0
Rupendra Kumar,Aazad Samaj Party (Kanshi Ram),0,Graduate,33,1124140,0
Surendra Kumar,SP, 2 ,10th Pass,41,44030036,8385469
Arvind Kumar,Lok Bandhu Party,0,12th Pass,49,10623008,0
Balaram,Samdarshi Samaj Party,0,Post Graduate,56,4124000,0
Gomti Yadav,SP,0,Graduate,59,69608775,3254374
Kishor Kumar,Kishore Raj Party,0,Graduate Professional,58,2987117,0
Lalan Kumar,INC, 7 ,Post Graduate,32,58174357,16877068
Pankaj Kumar Singh,Rashtriya Rashtrawadi Party,0,Graduate Professional,40,9603200,1302570
Rishi Jaiswal,Gandhiyan Peoples Party,0,Post Graduate,39,6925822,3550000
Salauddin,BSP, 2 ,12th Pass,54,133470951,41126451
Shyamu,Sabka Dal United,0,Post Graduate,42,17429000,0
Sunil Kumar,Aazad Samaj Party (Kanshi Ram),0,Graduate,37,2270500,0
Vipin Kumar Tyagi,Mera Adhikaar Rashtriya Dal,0,Graduate,48,7408495,80000
Yogesh Shukla,BJP,0,12th Pass,61,11181533,0
Abhishek Mishra,SP, 3 ,Doctorate,44,79311256,1425000
Anil Kumar Giri,Apna Bharatiya Sanatan Party, 2 ,12th Pass,38,1431000,300000
Arvind Singh,Rashtriya Teesara Vikalp Party,0,8th Pass,47,995000,0
Chandra Shekhar Verma,Jan Adhikar Party,0,Graduate Professional,45,9447190,0
Jitendra Kumar,Bahujan Mukti Party,0,8th Pass,34,11500,0
Mohd. Jaleesh Khan,BSP, 5 ,Post Graduate,34,19454476,1390856
Pratap Chandra,Rashtriya Rashtrawadi Party,0,12th Pass,52,35473502,11066280
Rajeshwar Singh,BJP,0,Doctorate,48,102999489,0
Rama Shankar Bheem,Manavtawadi Kranti Dal, 1 ,Graduate Professional,61,8241000,0
Ramvaran Singh,Rashtriya Jatigat Aarakshan Virodhi Party,0,10th Pass,52,768000,0
Rohit Shrivastava,AAP,0,Post Graduate,48,18342166,884636
Rudra Daman Singh,INC, 3 ,Graduate Professional,50,210818378,2000000
Satya Narayan,CPI,0,12th Pass,58,37000,0
Sharda Pratap Shukla,IND,0,Post Graduate,76,14254223,0
Anjani Kumar Srivastava,BJP,0,Post Graduate,57,12872288,2423259
Armaan Khan,SP,0,Graduate,49,146879642,67103174
Atul Tiwari,Bhartiya Shakti Chetna Party,0,Graduate,36,9441574,400000
Kanti Pandey,Rashtriya Rashtrawadi Party,0,Graduate,45,3536290,600000
Kayam Raza Khan,BSP,0,8th Pass,56,14332793,748412
Kaynat Siddiqui,Jan Abhiyan Party,0,Graduate,34,2229427,533594
Mohd Hanif Khan,IND, 8 ,8th Pass,47,11295113,0
Rahul Gupta,IND,0,Graduate,28,125000,0
Rajiv Bakshi,AAP, 1 ,Post Graduate,58,566207026,155708
Shahana Siddiqui,INC,0,8th Pass,46,240742591,172943000
Vinay Shukla,IND,0,Post Graduate,44,11710535,2615000
Ajay Kumar Srivastava,INC, 3 ,Graduate,45,22840072,1325117
Amit Shrivastav (Tyagi),AAP, 2 ,Graduate,39,497563,0
Arvind Shukla,IND,0,Post Graduate,41,3300000,0
Brijesh Chandra Awasthi,Mera Adhikaar Rashtriya Dal,0,Graduate Professional,49,3543616,510000
Dr. Neeraj Bora,BJP,0,Post Graduate,54,98765324,11918338
Kaushal Kishore,Moulik Adhikar Party,0,Graduate,46,4773703,610000
Mohd Sarwar Malik,BSP,0,12th Pass,46,251750814,36346565
Noor Mo Varsi,Gandhiyan Peoples Party,0,8th Pass,42,1093410,0
Pankaj Sharma,IND,0,12th Pass,28,553200,0
Pooja Shukla,SP, 6 ,Post Graduate,25,168291,0
Rani Siddiqui,Socialist Party (India),0,Illiterate,41,75610,0
Sanjay Singh Rana,Bhartiya Sarvdharm Party,0,Graduate,41,2756904,900000
Sarvesh Sai,IND,0,10th Pass,62,358497,0
Aashish Kumar Sinha,BSP, 2 ,Post Graduate,42,93559817,28783500
Alok Singh,AAP,0,Post Graduate,48,28697746,0
Anurag Singh Bhadouriya,SP,0,Doctorate,51,168337285,18548786
Anurodh Srivastava,IND, 1 ,Graduate,45,133970,0
Ashutosh Tandon (Gopal Ji),BJP, 1 ,Graduate,61,86781141,0
Avinash Bharti,Aazad Samaj Party (Kanshi Ram),0,Graduate Professional,35,1538169,0
Dilip Kumar Rastogi,Bahujan Mukti Party,0,Graduate,47,12500,0
Manoj Tiwari,INC,0,Graduate Professional,57,2554000,1000000
Mridul Kumar Srivastava (Advocate),IND, 2 ,Graduate Professional,42,474205,0
Naimish Pratap Narayan Singh,Rashtriya Rashtrawadi Party,0,Graduate,44,527652,0
Ravikant Jha Sintu,Lok Dal, 1 ,12th Pass,35,14511000,0
Shiva Gupta,Samaj Sevak Party,0,Graduate,44,3835987,37137
Vijay Laxmi Jaiswal,Gandhiyan Peoples Party,0,12th Pass,59,4075625,0
Vinai Prakash Srivastava,Bhartiya Krishak Dal,0,Post Graduate,66,57926000,0
Ashish Chandra,BSP,0,Graduate,38,15785778,8931719
Dharmendra Gupta,Voters Party International,0,10th Pass,37,3250000,3595000
Gaurav Verma,SHS, 1 ,Graduate,36,1279595,0
Kishori Lal,IND,0,8th Pass,68,25000,0
Mohammad Zafar Qureshi,IND,0,10th Pass,32,4310368,334000
Nadeem Ashraf,AAP, 1 ,Post Graduate,62,11751073,2889290
Rajnish Kumar Gupta,BJP, 1 ,12th Pass,45,5500032,0
Ram Kumar,Samaj Sevak Party,0,10th Pass,54,287073,0
Ram Sundar Bhushan,Pachchasi Parivartan Samaj Party,0,10th Pass,49,483000,0
Ravidas Mehrotra,SP, 22 ,Graduate Professional,66,7251009,540000
Sadaf Jafar,INC, 4 ,Graduate Professional,46,3146864,6437637
Salman Siddique,All India Majlis-E-Ittehadul Muslimeen, 1 ,10th Pass,29,3034179,0
Vikrant Mohan Srivastava,Bharatiya Jan Morcha Party, 1 ,12th Pass,49,120580,0
Ajay Kumar,AAP,0,Others,58,30548183,2263665
Ajay Kumar Singh,Rashtriya Rashtrawadi Party,0,Graduate,50,17936290,35000
Anil Pandey,BSP, 1 ,Graduate,49,13879595,649801
Asheesh Saxena,JD(U),0,Graduate,49,9891500,3000000
Brajesh Pathak,BJP,0,Graduate Professional,57,100383962,0
Dilpreet Singh Virk,INC, 4 ,Graduate,36,30720776,2153445
Nigmendra Mishra,IND,0,Graduate Professional,49,352525,0
Rajni Kant Dubey,Samaj Sevak Party,0,Graduate Professional,49,1252352,0
Sachidanand Srivastava,Janta Brigade Party,0,Others,65,6100286,778883
Satyendra Kumar Tiwari,Rashtriya Jatigat Aarakshan Virodhi Party,0,Graduate,61,5590000,0
Surendra Singh Gandhi,SP,0,10th Pass,61,17253002,0
Amresh Kumar,BJP,0,Graduate,47,121261397,0
Brijesh Kumar Vikram,Aam Janta Party (India),0,12th Pass,38,320127,0
Devendra Kumar,BSP, 1 ,Graduate,45,31039283,0
Faujdar Prasad,IND,0,8th Pass,65,1520000,0
Hemant Kumar,Bahujan Mukti Party,0,Graduate Professional,37,1315000,0
Jitendra Kumar Rawat,Samaj Sevak Party,0,Graduate Professional,38,575323,0
Mamta Choudhary,INC, 1 ,Graduate,43,3388551,0
Sanjay Kumar,Suraksha Samaj Party,0,8th Pass,33,345000,0
Shravan Kumar,Bhartiya Dharmanirpeksha Party,0,5th Pass,39,3502328,0
Suraj Kumar Rawat,AAP, 6 ,Graduate,30,22308147,1000000
Sushila Saroj,SP,0,Graduate Professional,71,157794166,2183956
Ashutosh,IND,0,Graduate Professional,25,16500,0
Bajrang Bahadur Singh,BJP,0,Graduate,51,103456257,1207794
Ishoo Chaurasiya,BSP,0,12th Pass,30,40035883,5230132
Jaili,Aam Janta Party (India),0,Literate,51,721500,0
Rajan,AAP,0,Doctorate,40,4713337,1500000
Ravi Prakash Vishwakarma,Lok Samaj Party,0,Graduate Professional,38,268995,116000
Shankhlal,SP, 1 ,Graduate,67,171528223,2514929
Suryaprakash,Akhil Bharatiya Socialist Party,0,Graduate,63,21546925,2986925
Virendra Chaudhary,INC, 2 ,Graduate Professional,47,53593000,0
Aman Mani Tripathi,BSP, 1 ,Graduate,31,19825544,674721
Bechan,AAP,0,Graduate,35,1115000,0
Kunwar Kaushal Singh,SP, 7 ,12th Pass,59,37846751,342371
Nagendra Prasad,Jan Adhikar Party,0,Post Graduate,49,560000,0
Pashupati,Aam Janta Party (India),0,10th Pass,29,574929,0
Rishi,Nirbal Indian Shoshit Hamara Aam Dal,0,Graduate Professional,38,64162259,0
Sada Mohan,INC,0,Graduate,57,15620000,0
Sheweta Singh,IND,0,Post Graduate,45,37846751,342368
Sonu Singh,IND,0,Graduate,26,4534001,0
Veerendra,IND,0,10th Pass,38,525000,0
Ajay Kumar Srivastava,IND,0,Post Graduate,48,185451968,25710242
Deenanath,Vikassheel Insaan Party,0,12th Pass,49,700000,0
Deepak Srivastava,Aam Janta Party (India),0,8th Pass,36,500,0
Dhirendra Pratap Singh,BSP,0,Post Graduate,40,24543846,0
Gautam Lal Srivastva,Loktantrik Janta Dal,0,12th Pass,49,759838,0
Harishchandr,IND,0,Literate,58,3084500,0
Laldhari,IND, 2 ,Post Graduate,45,625417,0
Premsagar Patel,BJP,0,Graduate,59,32680386,1500000
Raju Kumar Gupta,INC, 1 ,Graduate,33,9895345,462419
Rakesh Kumar Mishra,IND, 2 ,Others,59,10276180,0
Rama Kumar,AAP,0,Post Graduate,47,1235000,120000
Sushil Kumar Tibrewal,SP,0,12th Pass,64,28864781,702374
Alok Prasad,INC, 1 ,Graduate,51,40384542,1834321
Amarnath,AAP,0,Post Graduate,39,8914097,0
Awadhesh,IND,0,12th Pass,37,972000,0
Geeta Ratna,Suheldev Bharatiya Samaj Party,0,12th Pass,56,16189061,0
Jay Mangal,BJP, 1 ,8th Pass,48,14834676,3000000
Jitendra,All India Majlis-E-Ittehadul Muslimeen,0,Graduate,26,702000,0
Manoj Kumar,Aam Janta Party (India),0,Graduate,44,521195,0
Nirmesh Mangal,IND, 1 ,Post Graduate,58,4444000,0
Omprakash,BSP,0,8th Pass,42,17839053,84000
Ramkeval,CPI,0,Graduate,60,724000,0
Shailendar,Bahujan Mukti Party,0,Graduate,53,8805000,200000
Virendar,LJP,0,Post Graduate,44,640000,0
Ajay Kumar Dwivedi,IND,0,Graduate,49,100000,0
Awdhesh Singh Saithwar,AAP,0,Graduate Professional,46,38876000,0
Chhedi Majdoor,IND,0,5th Pass,38,251500,0
Gyanendra Singh,BJP,0,10th Pass,64,23283282,2000000
Harinarayan,IND,0,8th Pass,65,534000,50000
Krishnabhan,SP, 3 ,Doctorate,42,15240000,0
Omprakash Chaurasia,BSP,0,Post Graduate,37,11861277,2315311
Prafull,IND,0,Graduate,38,6469000,0
Praveen,IND,0,8th Pass,36,4018100,0
Ramchandra,Aam Janta Party (India),0,12th Pass,53,717104,40000
Shamshad Aalam,All India Majlis-E-Ittehadul Muslimeen, 1 ,12th Pass,45,2060000,0
Shardendu Kumar Pandey,INC,0,Graduate,57,72614463,3940000
Shatrudhan Singh Nishad,Abhay Samaj Party,0,Graduate,41,1244500,0
Suresh Chand,Bharatiya Apna Samaj Party,0,Doctorate,51,18925000,0
Anil Kumar,IND,0,10th Pass,42,4019639,2800000
Anil Singh,IND,0,8th Pass,36,75500,0
Arjun Kumar,IND,0,12th Pass,33,125000,0
Dev Pratap Singh,Aazad Samaj Party (Kanshi Ram),0,Graduate,39,45000,0
Devendra Kumar Nagaich,IND,0,8th Pass,37,35000,0
Devraj,IND,0,12th Pass,43,10000,0
Ehsan,Bahujan Mukti Party,0,8th Pass,30,108000,0
Kamlesh Kumar,Bhartiya Shakti Chetna Party,0,10th Pass,25,2325000,0
Kuldeep Kushwaha,Jan Adhikar Party,0,Graduate Professional,44,576000,0
Mahesh,IND,0,10th Pass,63,3588000,0
Mahesh Kumar,AAP,0,Post Graduate,46,2920123,11800
Manoj Tiwari,SP, 1 ,Graduate Professional,53,15480382,0
Rakesh Kumar Goswami,BJP, 2 ,Literate,68,72948737,0
Sagar,INC, 1 ,Graduate,30,9441545,0
Sanjay Kumar Sahu,BSP, 1 ,Graduate,46,208111735,12222317
Anil Kumar Singh Gour,IND,0,Not Given,32,3153795,201302
Bhuvanendra Narayan Singh,IND,0,Post Graduate,34,4770000,0
Brij Bhushan Rajput,BJP, 5 ,Graduate,39,194286480,996193
Kunvarlal,Right to Recall Party,0,8th Pass,41,1022500,0
Nirdosh Kumar Dixit,INC, 1 ,Post Graduate,39,15407160,2360458
Premnarayan,AAP,0,8th Pass,46,5630000,350000
Ramjeevan,SP, 9 ,10th Pass,62,34416855,2400000
Santosh Singh,Jan Adhikar Party,0,Post Graduate,47,51948000,2446000
Vinod Kumar,BSP,0,12th Pass,44,4870000,570000
Gaurav Nand,BSP, 4 ,Post Graduate,36,48331684,3000000
Jayveer Singh,BJP,0,12th Pass,63,175385682,0
Rajkumar Alias Raju Yadav,SP, 8 ,12th Pass,52,220541194,11340931
Vineeta,INC,0,Graduate,38,1204090,0
Alok Kumar Shakya,SP, 1 ,Graduate,49,51051589,270710
Anita,Voters Party International,0,10th Pass,37,505500,0
Ashok Kumar,BSP,0,10th Pass,47,76053706,0
Bhupendra Singh,Jan Adhikar Party,0,Graduate,37,8196835,4700000
Mamta Rajput,INC,0,Graduate Professional,48,22993632,250000
Ram Naresh Agnihotri,BJP, 3 ,Graduate Professional,64,91560564,825000
Santosh Kumar Shrivashtav,AAP,0,8th Pass,45,14057000,0
Shrey Tiwari,IND,0,Graduate Professional,25,111479,0
Surjeet Singh,IND,0,Post Graduate,32,12321444,287620
Dr. Priya Ranjan Ashu Diwakar,BJP,0,Graduate Professional,43,60563330,2500000
Dr. Vijay Narain Singh,INC,0,Doctorate,38,10424547,8970000
Eng. Brajesh Katheriya,SP,0,Graduate,51,17461905,3024906
Pappu,AAP,0,8th Pass,43,3220000,0
Prabhu Dayal,BSP, 1 ,10th Pass,47,144869863,13904301
Ramanand,IND,0,12th Pass,57,5702000,0
Akhilesh Yadav,SP, 1 ,Graduate Professional,48,401494817,4324243
Kuladip Narayan,BSP,0,12th Pass,42,6587000,0
Prof. S.P. Singh Baghel,BJP, 3 ,Doctorate,61,87570581,6333674
Atul,IND,0,12th Pass,32,431000,0
Karan Singh,IND, 6 ,10th Pass,29,660000,0
Kulbhanu Kumar,CPI,0,12th Pass,64,33097521,830000
Lakshminarayan,IND,0,12th Pass,27,529200,0
Laxmi Narayan,BJP,0,Post Graduate,69,140579164,2950000
Poonam Devi,INC,0,8th Pass,28,4589295,800000
Prahalad Singh Chaudhry,AAP, 2 ,12th Pass,49,57535090,22635539
Rajiv Sharma,IND,0,12th Pass,36,2570000,0
Sonpal,BSP, 2 ,Post Graduate,45,13502941,7370075
Subrati Khan,Aazad Samaj Party (Kanshi Ram),0,10th Pass,56,3150000,0
Tej Singh,IND,0,5th Pass,54,9526000,0
Tejpal Singh,RLD, 1 ,Post Graduate,72,161073213,1270000
Devendra Singh,IND,0,Post Graduate,44,540000,0
Dr. Sanjay Lathar,SP,0,Doctorate,50,262524352,9435368
Raj Kumar,SHS,0,Graduate Professional,34,1955026,0
Rajesh Chaudhary,BJP, 1 ,Graduate Professional,55,73633252,9500000
Shyam Sundar Sharma,BSP, 1 ,Post Graduate,72,87327000,12050000
Subhash Choudhary,Log Party, 1 ,12th Pass,56,18650133,0
Suman Chaudhary,INC,0,Post Graduate,37,1870000,0
Yugal Kishor Pandey Yugal Pandaya,IND,0,Graduate,41,565000,0
Annat Koshik,AAP,0,12th Pass,38,850000,0
Ashok,Rashtriya Samta Vikas Party,0,8th Pass,38,120000,0
Bhuri,Rashtriya Shoshit Samaj Party,0,Illiterate,50,9751200,250000
Deepak Chaudhary,INC, 5 ,Graduate,55,31622100,300000
Meghshyam,BJP,0,Graduate Professional,56,79671150,0
